,title,song_id,main_artist
1931,Niagara Falls,Niagara Falls — The Weeknd,The Weeknd
1932,The Abyss,The Abyss — The Weeknd & Lana Del Rey,The Weeknd
1933,Take Me Back To LA,Take Me Back To LA — The Weeknd,The Weeknd
1934,Given Up On Me,Given Up On Me — The Weeknd,The Weeknd
1935,Opening Night,Opening Night — The Weeknd,The Weeknd
1936,I Can't Wait To Get There,I Can't Wait To Get There — The Weeknd,The Weeknd
1937,7 Dias,7 Dias — Gabito Ballesteros & Tito Double P,Gabito Ballesteros
1938,Nissan Altima,Nissan Altima — Doechii,Doechii
1939,Love Hangover,Love Hangover — JENNIE & Dominic Fike,JENNIE
1940,Twenties,Twenties — Giveon,Giveon
1941,Ordinary,Ordinary — Alex Warren,Alex Warren
1942,Born Again,Born Again — LISA Featuring Doja Cat & RAYE,LISA
1943,Gimme A Hug,Gimme A Hug — Drake,Drake
1944,Nokia,Nokia — Drake,Drake
1945,CN Tower,CN Tower — PARTYNEXTDOOR & Drake,PARTYNEXTDOOR
1946,Die Trying,"Die Trying — PARTYNEXTDOOR, Drake & Yebba",PARTYNEXTDOOR
1947,Something About You,Something About You — PARTYNEXTDOOR & Drake,PARTYNEXTDOOR
1948,Busy Woman,Busy Woman — Sabrina Carpenter,Sabrina Carpenter
1949,Moth Balls,Moth Balls — PARTYNEXTDOOR & Drake,PARTYNEXTDOOR
1950,Somebody Loves Me,Somebody Loves Me — PARTYNEXTDOOR & Drake,PARTYNEXTDOOR
1951,Deeper,Deeper — PARTYNEXTDOOR,PARTYNEXTDOOR
1952,Spider-Man Superman,Spider-Man Superman — PARTYNEXTDOOR & Drake,PARTYNEXTDOOR
1953,Crying In Chanel,Crying In Chanel — Drake,Drake
1954,Small Town Fame,Small Town Fame — Drake,Drake
1955,Raining In Houston,Raining In Houston — Drake,Drake
1956,Pimmie's Dilemma,"Pimmie's Dilemma — Pimmie, PARTYNEXTDOOR & Drake",Pimmie
1957,Brian Steel,Brian Steel — Drake,Drake
1958,Lasers,Lasers — PARTYNEXTDOOR & Drake,PARTYNEXTDOOR
1959,Meet Your Padre,"Meet Your Padre — PARTYNEXTDOOR, Drake & Chino Pacas",PARTYNEXTDOOR
1960,Celibacy,Celibacy — PARTYNEXTDOOR & Drake,PARTYNEXTDOOR
1961,15 Minutes,15 Minutes — Sabrina Carpenter,Sabrina Carpenter
1962,Greedy,Greedy — PARTYNEXTDOOR & Drake,PARTYNEXTDOOR
1963,When He's Gone,When He's Gone — PARTYNEXTDOOR & Drake,PARTYNEXTDOOR
1964,OMW,OMW — PARTYNEXTDOOR & Drake,PARTYNEXTDOOR
1965,Glorious,Glorious — PARTYNEXTDOOR & Drake,PARTYNEXTDOOR
1966,Couldn't Make It Any Harder,Couldn't Make It Any Harder — Sabrina Carpenter,Sabrina Carpenter
1967,Por Esos Ojos,Por Esos Ojos — Fuerza Regida,Fuerza Regida
1968,Bad Reviews,Bad Reviews — Sabrina Carpenter,Sabrina Carpenter
1969,Revolving Door,Revolving Door — Tate McRae,Tate McRae
1970,I Know Love,I Know Love — Tate McRae Featuring The Kid LAROI,Tate McRae
1971,Dear God,Dear God — Tate McRae,Tate McRae
1972,Purple Lace Bra,Purple Lace Bra — Tate McRae,Tate McRae
1973,Miss Possessive,Miss Possessive — Tate McRae,Tate McRae
1974,Call Me When You Break Up,"Call Me When You Break Up — Selena Gomez, benny blanco & Gracie Abrams",Selena Gomez
1975,bloodonmyhands,bloodonmyhands — Tate McRae Featuring Flo Milli,Tate McRae
1976,cLOUDs,cLOUDs — J. Cole,J. Cole
1977,Signs,Signs — Tate McRae,Tate McRae
1978,ExtraL,ExtraL — JENNIE & Doechii,JENNIE
1979,LV Bag,"LV Bag — Don Toliver, j-hope, Pharrell Williams & Speedy",Don Toliver
1980,Little Things,Little Things — Ella Mai,Ella Mai
1981,Like I Do,Like I Do — Tate McRae,Tate McRae
1982,Greenlight,Greenlight — Tate McRae,Tate McRae
1983,Sorry I'm Here For Someone Else,Sorry I'm Here For Someone Else — Benson Boone,Benson Boone
1984,A N X I E T Y,A N X I E T Y — Sleepy Hallow Featuring Doechii,Sleepy Hallow
1985,Ms. Whitman,Ms. Whitman — Bhad Bhabie,Bhad Bhabie
1986,Tattoo,Tattoo — Tito Double P,Tito Double P
1987,Anxiety,Anxiety — Doechii,Doechii
1988,Garden Of Eden,Garden Of Eden — Lady Gaga,Lady Gaga
1989,Vanish Into You,Vanish Into You — Lady Gaga,Lady Gaga
1990,Sweet Dreams,Sweet Dreams — j-hope Featuring Miguel,j-hope
1991,How Bad Do U Want Me,How Bad Do U Want Me — Lady Gaga,Lady Gaga
1992,Handlebars,Handlebars — JENNIE & Dua Lipa,JENNIE
1993,Perfect Celebrity,Perfect Celebrity — Lady Gaga,Lady Gaga
1994,like JENNIE,like JENNIE — JENNIE,JENNIE
1995,Zombieboy,Zombieboy — Lady Gaga,Lady Gaga
1996,Proud Of Me,Proud Of Me — Fridayy & Meek Mill,Fridayy
1997,Killah,Killah — Lady Gaga Featuring Gesaffelstein,Lady Gaga
1998,LoveDrug,LoveDrug — Lady Gaga,Lady Gaga
1999,Texas,Texas — Blake Shelton,Blake Shelton
2000,Te Queria Ver,Te Queria Ver — Aleman X Neton Vega,Aleman
2001,Evil J0rdan,Evil J0rdan — Playboi Carti,Playboi Carti
2002,Rather Lie,Rather Lie — Playboi Carti & The Weeknd,Playboi Carti
2003,The Giver,The Giver — Chappell Roan,Chappell Roan
2004,Good Credit,Good Credit — Playboi Carti & Kendrick Lamar,Playboi Carti
2005,Crush,Crush — Playboi Carti & Travis Scott,Playboi Carti
2006,Backd00r,Backd00r — Playboi Carti Featuring Kendrick Lamar & Jhene Aiko,Playboi Carti
2007,Mojo Jojo,Mojo Jojo — Playboi Carti,Playboi Carti
2008,Philly,Philly — Playboi Carti & Travis Scott,Playboi Carti
2009,Fine Shit,Fine Shit — Playboi Carti,Playboi Carti
2010,Toxic,Toxic — Playboi Carti & Skepta,Playboi Carti
2011,K Pop,K Pop — Playboi Carti,Playboi Carti
2012,Pop Out,Pop Out — Playboi Carti,Playboi Carti
2013,Radar,Radar — Playboi Carti,Playboi Carti
2014,Dark Thoughts,Dark Thoughts — Lil Tecca,Lil Tecca
2015,Trim,Trim — Playboi Carti & Future,Playboi Carti
2016,HBA,HBA — Playboi Carti,Playboi Carti
2017,Charge Dem Hoes A Fee,"Charge Dem Hoes A Fee — Playboi Carti, Future & Travis Scott",Playboi Carti
2018,Wake Up F1lthy,Wake Up F1lthy — Playboi Carti & Travis Scott,Playboi Carti
2019,Jumpin,Jumpin — Playboi Carti & Lil Uzi Vert,Playboi Carti
2020,I Seeeeee You Baby Boi,I Seeeeee You Baby Boi — Playboi Carti,Playboi Carti
2021,Crank,Crank — Playboi Carti,Playboi Carti
2022,Like Weezy,Like Weezy — Playboi Carti,Playboi Carti
2023,Emergence,Emergence — Sleep Token,Sleep Token
2024,Twin Trim,Twin Trim — Playboi Carti & Lil Uzi Vert,Playboi Carti
2025,Olympian,Olympian — Playboi Carti,Playboi Carti
2026,Munyun,Munyun — Playboi Carti,Playboi Carti
2027,We Need All Da Vibes,"We Need All Da Vibes — Playboi Carti, Young Thug & Ty Dolla $ign",Playboi Carti
2028,OPM Babi,OPM Babi — Playboi Carti,Playboi Carti
2029,Cocaine Nose,Cocaine Nose — Playboi Carti,Playboi Carti
2030,Dis 1 Got It,Dis 1 Got It — Playboi Carti,Playboi Carti
2031,Overly,Overly — Playboi Carti,Playboi Carti
2032,South Atlanta Baby,South Atlanta Baby — Playboi Carti,Playboi Carti
2033,Walk,Walk — Playboi Carti,Playboi Carti
2034,Just In Case,Just In Case — Morgan Wallen,Morgan Wallen
2035,I'm A Little Crazy,I'm A Little Crazy — Morgan Wallen,Morgan Wallen
2036,Just Us,Just Us — Jack Harlow & Doja Cat,Jack Harlow
2037,Ojos Tristes,"Ojos Tristes — Selena Gomez, benny blanco & The Marias",Selena Gomez
2038,Mona Lisa,Mona Lisa — j-hope,j-hope
2039,This Town's Been Too Good To Us,This Town's Been Too Good To Us — Dylan Scott,Dylan Scott
2040,How Does It Feel To Be Forgotten,How Does It Feel To Be Forgotten — Selena Gomez & benny blanco,Selena Gomez
2041,Somethin' 'Bout A Woman,Somethin' 'Bout A Woman — Thomas Rhett Featuring Teddy Swims,Thomas Rhett
2042,Friends Like That,Friends Like That — John Morgan Featuring Jason Aldean,John Morgan
2043,Sunset Blvd,Sunset Blvd — Selena Gomez & benny blanco,Selena Gomez
2044,Twilight Zone,Twilight Zone — Ariana Grande,Ariana Grande
2045,Dandelion,Dandelion — Ariana Grande,Ariana Grande
2046,Past Life,Past Life — Ariana Grande,Ariana Grande
2047,Warm,Warm — Ariana Grande,Ariana Grande
2048,Hampstead,Hampstead — Ariana Grande,Ariana Grande
2049,Vanish Mode,Vanish Mode — Lil Durk,Lil Durk
2050,They Want To Be You,They Want To Be You — Lil Durk Featuring Future,Lil Durk
2051,Love Me Not,Love Me Not — Ravyn Lenae,Ravyn Lenae
2052,1000 Times,1000 Times — Lil Durk Featuring Lil Baby,Lil Durk
2053,Can't Hide It,Can't Hide It — Lil Durk Featuring Jhene Aiko,Lil Durk
2054,Back To Friends,Back To Friends — sombr,sombr
2055,Hometown Home,Hometown Home — LOCASH,LOCASH
2056,Morena,Morena — Neton Vega & Peso Pluma,Neton Vega
2057,Shaking When I Pray,Shaking When I Pray — Lil Durk,Lil Durk
2058,Keep On Sippin',Keep On Sippin' — Lil Durk,Lil Durk
2059,All The Way,All The Way — BigXthaPlug Featuring Bailey Zimmerman,BigXthaPlug
2060,Azizam,Azizam — Ed Sheeran,Ed Sheeran
2061,Caramel,Caramel — Sleep Token,Sleep Token
2062,End Of The World,End Of The World — Miley Cyrus,Miley Cyrus
2063,Chest Pain (I Love),Chest Pain (I Love) — Malcolm Todd,Malcolm Todd
2064,Back To Me,Back To Me — The Marias,The Marias
2065,Undressed,Undressed — sombr,sombr
2066,Blue Strips,Blue Strips — Jessie Murph,Jessie Murph
2067,"Henry, Come On","Henry, Come On — Lana Del Rey",Lana Del Rey
2068,Hands Of Time,Hands Of Time — Eric Church,Eric Church
2069,Not At This Party,Not At This Party — Dasha,Dasha
2070,Whiskey Drink,Whiskey Drink — Jason Aldean,Jason Aldean
2071,I Ain't Coming Back,I Ain't Coming Back — Morgan Wallen & Post Malone,Morgan Wallen
2072,Happen To Me,Happen To Me — Russell Dickerson,Russell Dickerson
2073,Your Way's Better,Your Way's Better — Forrest Frank,Forrest Frank
2074,Steve's Lava Chicken,Steve's Lava Chicken — Jack Black,Jack Black
2075,Headphones On,Headphones On — Addison Rae,Addison Rae
2076,Forever To Me,Forever To Me — Cole Swindell,Cole Swindell
2077,Whim Whamiee,Whim Whamiee — PLUTO & YKNIECE,PLUTO
2078,Party 4 U,Party 4 U — Charli xcx,Charli xcx
2079,Actin Up,Actin Up — Tommy Richman,Tommy Richman
2080,House Again,House Again — Hudson Westbrook,Hudson Westbrook
2081,What Was That,What Was That — Lorde,Lorde
2082,Money On Money,Money On Money — Young Thug Featuring Future,Young Thug
2083,Mystical Magical,Mystical Magical — Benson Boone,Benson Boone
2084,Damocles,Damocles — Sleep Token,Sleep Token
2085,After All The Bars Are Closed,After All The Bars Are Closed — Thomas Rhett,Thomas Rhett
2086,Amen,Amen — Shaboozey & Jelly Roll,Shaboozey
2087,My World,My World — Chuckyy,Chuckyy
2088,"3,2,1","3,2,1 — Tucker Wetmore",Tucker Wetmore
2089,Ribs,Ribs — Lorde,Lorde
2090,Burning Blue,Burning Blue — Mariah The Scientist,Mariah the Scientist
2091,Backup Plan,Backup Plan — Bailey Zimmerman & Luke Combs,Bailey Zimmerman
2092,Priceless,Priceless — Maroon 5 & LISA,Maroon 5
2093,Thought It Was Love,Thought It Was Love — Ty Myers,Ty Myers
2094,Old Phone,Old Phone — Ed Sheeran,Ed Sheeran
2095,Gnarly,Gnarly — KATSEYE,KATSEYE
2096,Me Prometi,Me Prometi — Ivan Cornejo,Ivan Cornejo
2097,Superman,Superman — Morgan Wallen,Morgan Wallen
2098,Dangerous,Dangerous — Sleep Token,Sleep Token
2099,Even In Arcadia,Even In Arcadia — Sleep Token,Sleep Token
2100,Look To Windward,Look To Windward — Sleep Token,Sleep Token
2101,Past Self,Past Self — Sleep Token,Sleep Token
2102,Marlboro Rojo,Marlboro Rojo — Fuerza Regida,Fuerza Regida
2103,Gethsemane,Gethsemane — Sleep Token,Sleep Token
2104,Provider,Provider — Sleep Token,Sleep Token
2105,You Had To Be There,You Had To Be There — Megan Moroney & Kenny Chesney,Megan Moroney
2106,Nope Your Too Late I Already Died,Nope Your Too Late I Already Died — wifiskeleton & i wanna be a jack-o-lantern,wifiskeleton
2107,Infinite Baths,Infinite Baths — Sleep Token,Sleep Token
2108,What I Want,What I Want — Morgan Wallen Featuring Tate McRae,Morgan Wallen
2109,I Got Better,I Got Better — Morgan Wallen,Morgan Wallen
2110,20 Cigarettes,20 Cigarettes — Morgan Wallen,Morgan Wallen
2111,Kick Myself,Kick Myself — Morgan Wallen,Morgan Wallen
2112,Eyes Are Closed,Eyes Are Closed — Morgan Wallen,Morgan Wallen
2113,Falling Apart,Falling Apart — Morgan Wallen,Morgan Wallen
2114,"Skoal, Chevy, And Browning","Skoal, Chevy, And Browning — Morgan Wallen",Morgan Wallen
2115,TN,TN — Morgan Wallen,Morgan Wallen
2116,Where'd That Girl Go,Where'd That Girl Go — Morgan Wallen,Morgan Wallen
2117,Kiss Her In Front Of You,Kiss Her In Front Of You — Morgan Wallen,Morgan Wallen
2118,If You Were Mine,If You Were Mine — Morgan Wallen,Morgan Wallen
2119,Missing,Missing — Morgan Wallen,Morgan Wallen
2120,Genesis,Genesis — Morgan Wallen,Morgan Wallen
2121,Don't We,Don't We — Morgan Wallen,Morgan Wallen
2122,Dark Til Daylight,Dark Til Daylight — Morgan Wallen,Morgan Wallen
2123,Interlude,Interlude — Morgan Wallen,Morgan Wallen
2124,Number 3 And Number 7,Number 3 And Number 7 — Morgan Wallen Featuring Eric Church,Morgan Wallen
2125,Revelation,Revelation — Morgan Wallen,Morgan Wallen
2126,Jack And Jill,Jack And Jill — Morgan Wallen,Morgan Wallen
2127,Come Back As A Redneck,Come Back As A Redneck — Morgan Wallen Featuring HARDY,Morgan Wallen
2128,Miami,Miami — Morgan Wallen,Morgan Wallen
2129,The Dealer,The Dealer — Morgan Wallen Featuring ERNEST,Morgan Wallen
2130,Leavin's The Least I Could Do,Leavin's The Least I Could Do — Morgan Wallen,Morgan Wallen
2131,Drinking Til It Does,Drinking Til It Does — Morgan Wallen,Morgan Wallen
2132,Nothin' Left,Nothin' Left — Morgan Wallen,Morgan Wallen
2133,LA Night,LA Night — Morgan Wallen,Morgan Wallen
2134,Whiskey In Reverse,Whiskey In Reverse — Morgan Wallen,Morgan Wallen
2135,Working Man's Song,Working Man's Song — Morgan Wallen,Morgan Wallen
2136,Crazy Eyes,Crazy Eyes — Morgan Wallen,Morgan Wallen
2137,Don't Say You Love Me,Don't Say You Love Me — Jin,Jin
2138,Shake It To The Max (FLY),"Shake It To The Max (FLY) — MOLIY, Silent Addy, Skillibeng & Shenseea",MOLIY
2139,Bloodline,Bloodline — Alex Warren With Jelly Roll,Alex Warren
2140,Cliche,Cliche — mgk,Machine Gun Kelly
2141,Latina Foreva,Latina Foreva — Karol G,Karol G
2142,Somewhere Over Laredo,Somewhere Over Laredo — Lainey Wilson,Lainey Wilson
2143,Just Keep Watching,Just Keep Watching — Tate McRae,Tate McRae
2144,OWA OWA,OWA OWA — Lil Tecca,Lil Tecca
2145,Tu Sancho,Tu Sancho — Fuerza Regida,Fuerza Regida
2146,Easy Lover,Easy Lover — Miley Cyrus,Miley Cyrus
2147,Fame Is A Gun,Fame Is A Gun — Addison Rae,Addison Rae
2148,Better Me For You (Brown Eyes),Better Me For You (Brown Eyes) — Max McNown,Max McNown
2149,Nice To Meet You,Nice To Meet You — Myles Smith,Myles Smith
2150,Manchild,Manchild — Sabrina Carpenter,Sabrina Carpenter
2151,Hip-Hop,Hip-Hop — Lil Wayne & BigXthaPlug Featuring Jay Jones,Lil Wayne
2152,Typa,Typa — GloRilla,GloRilla
2153,Sharks,"Sharks — Lil Wayne, Jelly Roll & Big Sean",Lil Wayne
2154,Touch Me Like A Gangster,Touch Me Like A Gangster — Jessie Murph,Jessie Murph
2155,Banned From NO,Banned From NO — Lil Wayne,Lil Wayne
2156,Welcome To Tha Carter,Welcome To Tha Carter — Lil Wayne,Lil Wayne
2157,Bells,Bells — Lil Wayne,Lil Wayne
2158,Sapphire,Sapphire — Ed Sheeran,Ed Sheeran
2159,Cotton Candy,Cotton Candy — Lil Wayne & 2 Chainz,Lil Wayne
2160,Type Dangerous,Type Dangerous — Mariah Carey,Mariah Carey
2161,King Carter,King Carter — Lil Wayne,Lil Wayne
2162,Killin' It Girl,Killin' It Girl — j-hope & GloRilla,j-hope
2163,Lemon Drop,Lemon Drop — ATEEZ,ATEEZ
2164,Won't Stop,Won't Stop — Gunna,Gunna
2165,Folded,Folded — Kehlani,Kehlani
2166,Half The Plot,Half The Plot — Lil Tecca,Lil Tecca
2167,Holy Blindfold,Holy Blindfold — Chris Brown,Chris Brown
2168,Sparks,Sparks — Coldplay,Coldplay
2169,Single Again,Single Again — Josh Ross,Josh Ross
2170,Outside,Outside — Cardi B,Cardi B
2171,6 Months Later,6 Months Later — Megan Moroney,Megan Moroney
2172,Bodies,Bodies — Offset & JID,Offset
2173,Mr Electric Blue,Mr Electric Blue — Benson Boone,Benson Boone
2174,Papasito,Papasito — Karol G,Karol G
2175,Your Idol,"Your Idol — Saja Boys, Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",Saja Boys
2176,Bottle Rockets,Bottle Rockets — Scotty McCreery & Hootie & The Blowfish,Scotty McCreery
2177,Golden,"Golden — HUNTRX, EJAE, Audrey Nuna & Rei Ami",HUNTR/X
2178,This Heart,This Heart — Corey Kent,Corey Kent
2179,Gabriela,Gabriela — KATSEYE,KATSEYE
2180,Verano Rosa,Verano Rosa — Karol G & Feid,Karol G
2181,How It's Done,How It's Done — HUNTR/X,HUNTR/X
2182,Soda Pop,Soda Pop — Saja Boys,Saja Boys
2183,What It Sounds Like,What It Sounds Like — HUNTR/X,HUNTR/X
2184,Free,"Free — Rumi, JINU, EJAE & Andrew Choi",Rumi
2185,On My Mind,On My Mind — Alex Warren & ROSE,Alex Warren
2186,Takedown,Takedown — HUNTR/X,HUNTR/X
2187,Home,Home — BigXthaPlug & Shaboozey,BigXthaPlug
2188,FWU,FWU — Don Toliver,Don Toliver
2189,Went West,Went West — BabyChiefDoit,BabyChiefDoit
2190,Went Legit,Went Legit — G Herbo,G Herbo
2191,Bar None,Bar None — Jordan Davis,Jordan Davis
2192,What Did I Miss?,What Did I Miss? — Drake,Drake
2193,River Washed Hair,River Washed Hair — Zach Bryan,Zach Bryan
2194,Takedown,"Takedown — JEONGYEON, JIHYO & CHAEYOUNG Of TWICE",JEONGYEON
2195,Illegal,Illegal — PinkPantheress,PinkPantheress
2196,Country House,Country House — Sam Hunt,Sam Hunt
2197,No Broke Boys,No Broke Boys — Disco Lines & Tinashe,Disco Lines
2198,Daisies,Daisies — Justin Bieber,Justin Bieber
2199,Yukon,Yukon — Justin Bieber,Justin Bieber
2200,Go Baby,Go Baby — Justin Bieber,Justin Bieber
2201,All I Can Take,All I Can Take — Justin Bieber,Justin Bieber
2202,Jump,Jump — BLACKPINK,BLACKPINK
2203,Way It Is,Way It Is — Justin Bieber & Gunna,Justin Bieber
2204,Things You Do,Things You Do — Justin Bieber,Justin Bieber
2205,Walking Away,Walking Away — Justin Bieber,Justin Bieber
2206,Chains & Whips,Chains & Whips — Clipse Featuring Kendrick Lamar,Clipse
2207,Butterflies,Butterflies — Justin Bieber,Justin Bieber
2208,Kick Out,Kick Out — Travis Scott,Travis Scott
2209,Champain & Vacay,Champain & Vacay — Travis Scott & Don Toliver,Travis Scott
2210,Dumbo,Dumbo — Travis Scott,Travis Scott
2211,Devotion,Devotion — Justin Bieber & Dijon,Justin Bieber
2212,Sweet Spot,Sweet Spot — Justin Bieber & Sexyy Red,Justin Bieber
2213,First Place,First Place — Justin Bieber,Justin Bieber
2214,So Be It,So Be It — Clipse,Clipse
2215,P.O.V.,"P.O.V. — Clipse Featuring Tyler, The Creator",Clipse
2216,In Your Fantasy,In Your Fantasy — ATEEZ,ATEEZ
2217,Swag,"Swag — Justin Bieber, Cash Cobain & Eddie Benjamin",Justin Bieber
2218,2000 Excursion,"2000 Excursion — Travis Scott, Sheck Wes & Don Toliver",Travis Scott
2219,Where Was You,"Where Was You — Travis Scott, Playboi Carti & Future",Travis Scott
2220,Ace Trumpets,Ace Trumpets — Clipse,Clipse
2221,Too Long,Too Long — Justin Bieber,Justin Bieber
2222,Glory Voice Memo,Glory Voice Memo — Justin Bieber,Justin Bieber
2223,Dadz Love,Dadz Love — Justin Bieber & Lil B,Justin Bieber
2224,405,405 — Justin Bieber,Justin Bieber
2225,The Birds Don't Sing,The Birds Don't Sing — Clipse Featuring John Legend & Voices Of Fire,Clipse
2226,Shyne,Shyne — Travis Scott & GloRilla,Travis Scott
2227,M.T.B.T.T.F.,M.T.B.T.T.F. — Clipse,Clipse
2228,Eternity,Eternity — Alex Warren,Alex Warren
2229,Big Poe,"Big Poe — Tyler, the Creator Featuring Sk8brd","Tyler, The Creator"
2230,Sugar On My Tongue,"Sugar On My Tongue — Tyler, the Creator","Tyler, The Creator"
2231,Ring Ring Ring,"Ring Ring Ring — Tyler, the Creator","Tyler, The Creator"
2232,Crazy Train,Crazy Train — Ozzy Osbourne,Ozzy Osbourne
2233,Sucka Free,"Sucka Free — Tyler, the Creator","Tyler, The Creator"
2234,Stop Playing With Me,"Stop Playing With Me — Tyler, the Creator","Tyler, The Creator"
2235,Mommanem,"Mommanem — Tyler, the Creator","Tyler, The Creator"
2236,I'll Take Care Of You,"I'll Take Care Of You — Tyler, the Creator","Tyler, The Creator"
2237,Don't Tap That Glass / Tweakin',"Don't Tap That Glass / Tweakin' — Tyler, the Creator","Tyler, The Creator"
2238,Don't You Worry Baby,"Don't You Worry Baby — Tyler, the Creator Featuring Madison McFerrin","Tyler, The Creator"
2239,Madeline,Madeline — Zach Bryan Featuring Gabriella Rose,Zach Bryan
2240,Tell Me What It Is,"Tell Me What It Is — Tyler, the Creator","Tyler, The Creator"
2241,1965,1965 — jessie murph,Jessie Murph
2242,Strategy,Strategy — Twice,TWICE
2243,Frecuencia,Frecuencia — Dareyes de La Sierra,Dareyes de La Sierra
2244,Which One,Which One — Drake & Central Cee,Drake
2245,Back In The Saddle,Back In The Saddle — Luke Combs,Luke Combs
2246,It Depends,It Depends — Chris Brown Featuring Bryson Tiller,Chris Brown
2247,Park,Park — Tyler Hubbard,Tyler Hubbard
2248,The Subway,The Subway — Chappell Roan,Chappell Roan
2249,Napoleon,Napoleon — $uicideboy$,$uicideboy$
2250,Is It A Crime,Is It A Crime — Mariah the Scientist & Kali Uchis,Mariah the Scientist
2251,Don't Mind If I Do,Don't Mind If I Do — Riley Green Featuring Ella Langley,Riley Green
2252,Lemonade,Lemonade — Forrest Frank & The Figs,Forrest Frank
2253,So Far So Fake,So Far So Fake — Pierce the Veil,Pierce the Veil
2254,Count Your Blessings,Count Your Blessings — $uicideboy$,$uicideboy$
2255,"Oh, What A Wretched Man I Am!","Oh, What A Wretched Man I Am! — $uicideboy$",$uicideboy$
2256,12 To 12,12 To 12 — sombr,sombr
2257,A Lot More Free,A Lot More Free — Max McNown,Max McNown
2258,Country Song Came On,Country Song Came On — Luke Bryan,Luke Bryan
2259,Somebody,Somebody — Latto,Latto
2260,Now And At The Hour Of Our Death..,Now And At The Hour Of Our Death.. — $uicideboy$ X BONES,$uicideboy$
2261,Just Say Dat,Just Say Dat — Gunna,Gunna
2262,Hell At Night,Hell At Night — BigXthaPlug & Ella Langley,BigXthaPlug
2263,Forever Be Mine,Forever Be Mine — Gunna Featuring Wizkid,Gunna
2264,Sakpase,Sakpase — Gunna,Gunna
2265,At My Purest,At My Purest — Gunna Featuring Offset,Gunna
2266,Let That Sink In,Let That Sink In — Gunna,Gunna
2267,Bowery,Bowery — Zach Bryan Featuring Kings of Leon,Zach Bryan
2268,Lost,Lost — Bailey Zimmerman & The Kid LAROI,Bailey Zimmerman
2269,gp,gp — Gunna,Gunna
2270,wgft,wgft — Gunna Featuring Burna Boy,Gunna
2271,Many Nights,Many Nights — Gunna,Gunna
